dataset,method,params_tag,target_size,K_request,multiplicity_cap,split_id,seed,num_subgraphs,total_nodes,total_edges,unique_origs,coverage,multiplicity_max,multiplicity_p95,mean_size,mean_avg_deg,pos_rate_sub,pos_rate_source,prior_shift,deg_ratio,train_unique,val_unique
tolokers,metis,metis_K5,,5,1,0,3407,5,8066,208269,8066,0.9297982708933717,1,1,1613.2,48.846825491593,0.21906769154475578,0.218097984790802,0.004446197679836006,0.7431666832802563,5365,2701
tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,3407,290,6938,68447,6938,0.7997694524495678,1,1,23.924137931034483,2.1428219455928605,0.2365234938022485,0.218097984790802,0.08448271096644988,0.03260137915084106,4608,2330
tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,3417,12,5502,52955,5502,0.6338709677419355,1,1,458.5,17.734666666666666,0.22010178117048346,0.21658986806869507,0.01621457703956186,0.2732400859579866,3626,1876
tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,3417,14,7000,123262,4472,0.5152073732718894,2,2,500.0,35.21771428571428,0.238,0.21658986806869507,0.09885103177824717,0.5426034477862031,2997,1475
tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,3417,15,7500,253327,3417,0.39366359447004606,13,5,500.0,67.55386666666666,0.24666666666666667,0.21658986806869507,0.13886521500826743,1.0408103338918708,2276,1141
tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,3417,12,5502,65513,5502,0.6338709677419355,1,1,458.5,21.920666666666666,0.23336968375136313,0.21658986806869507,0.07747276376449008,0.337734278113847,3707,1795
tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,1,3417,15,7500,244231,3499,0.403110599078341,11,5,500.0,65.12826666666666,0.252,0.21658986806869507,0.16348932776520275,1.0034388306684463,2327,1172
tolokers,forest_fire,ff_b0.7_M1,500,15,1,1,3417,11,5500,65245,5500,0.6336405529953917,1,1,500.0,23.725454545454543,0.24,0.21658986806869507,0.108085074062098,0.36554085629232597,3673,1827
tolokers,forest_fire,ff_b0.7_M2,500,15,2,1,3417,15,7500,134846,4596,0.5294930875576037,2,2,500.0,35.958933333333334,0.22613333333333333,0.21658986806869507,0.04406238089406567,0.5540234964452397,3051,1545
tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,1,3417,15,7500,310833,3266,0.3762672811059908,13,6,500.0,82.8888,0.3172,0.21658986806869507,0.4645191062187395,1.2770774473886002,2194,1072
tolokers,rwr,rwr_r0.1_M1,500,15,1,1,3417,14,5501,48715,5501,0.6337557603686635,1,1,392.92857142857144,14.231236902276567,0.2392292310489002,0.21658986806869507,0.10452641751933056,0.2192623333471085,3663,1838
tolokers,rwr,rwr_r0.1_M2,500,15,2,1,3417,15,7500,91465,4707,0.5422811059907834,2,2,500.0,24.390666666666668,0.25653333333333334,0.21658986806869507,0.1844198236085981,0.37578985733624914,3110,1597
tolokers,rwr,rwr_r0.15_M1,500,15,1,1,3417,12,5329,50000,5329,0.6139400921658986,1,1,444.0833333333333,16.8209123343527,0.23381497466691686,0.21658986806869507,0.07952868133590885,0.25916176596479334,3550,1779
tolokers,rwr,rwr_r0.15_M2,500,15,2,1,3417,14,7000,100928,4465,0.5144009216589862,2,2,500.0,28.83657142857143,0.22514285714285714,0.21658986806869507,0.03948933138206323,0.4442884325920877,2976,1489
tolokers,metis,metis_K5,,5,1,1,3417,5,7992,204565,7992,0.9207373271889401,1,1,1598.4,47.8558726510834,0.2175925925925926,0.21658986806869507,0.004629600326361949,0.7373210335750972,5328,2664
tolokers,bfs_partition,bfs_part_mn32,500,0,1,1,3417,251,6976,71205,6976,0.8036866359447005,1,1,27.792828685258964,2.2891737602601707,0.23509174311926606,0.21658986806869507,0.08542354827374843,0.035269568173046564,4661,2315
tolokers,forest_fire,ff_b0.3_M1,500,15,1,2,3427,11,5004,73678,5004,0.5759005639314075,1,1,454.90909090909093,26.927272727272726,0.24980015987210233,0.21809184551239014,0.1453897291997137,0.3841801218482214,3282,1722
tolokers,forest_fire,ff_b0.3_M2,500,15,2,2,3427,13,6500,128112,4226,0.4863620669812406,2,2,500.0,39.41907692307692,0.2483076923076923,0.21809184551239014,0.1385464308594957,0.5624047384536569,2811,1415
tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,2,3427,15,7500,291104,3384,0.3894579353205202,12,6,500.0,77.62773333333334,0.31706666666666666,0.21809184551239014,0.4538217415774659,1.1075400153909982,2248,1136
tolokers,forest_fire,ff_b0.5_M1,500,15,1,2,3427,13,5504,72348,5504,0.6334445851076074,1,1,423.38461538461536,22.414153846153848,0.2394622093023256,0.21809184551239014,0.09798790844163574,0.3197899929545639,3669,1835
tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,2,3427,15,7500,321829,3290,0.37863965933939464,13,6,500.0,85.82106666666667,0.3174666666666667,0.21809184551239014,0.45565583124303877,1.2244369559101542,2205,1085
tolokers,forest_fire,ff_b0.7_M1,500,15,1,2,3427,11,5002,74407,5002,0.5756703878467028,1,1,454.72727272727275,27.147636363636362,0.24030387844862056,0.21809184551239014,0.10184715014926371,0.3873241212248591,3347,1655
tolokers,forest_fire,ff_b0.7_M2,500,15,2,2,3427,15,7500,158787,4699,0.5407987110139256,2,2,500.0,42.3432,0.24746666666666667,0.21809184551239014,0.13469013976777822,0.6041241495269403,3109,1590
tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,2,3427,15,7500,268858,3351,0.385660029922891,12,6,500.0,71.69546666666666,0.25693333333333335,0.21809184551239014,0.17809692851967074,1.0229024453734505,2223,1128
tolokers,rwr,rwr_r0.1_M1,500,15,1,2,3427,12,5427,54480,5427,0.6245828058464725,1,1,452.25,18.27858823529412,0.2443338861249309,0.21809184551239014,0.12032563872751445,0.2607865388586643,3587,1840
tolokers,rwr,rwr_r0.1_M2,500,15,2,2,3427,14,7000,100867,4550,0.5236505927034181,2,2,500.0,28.819142857142857,0.26571428571428574,0.21809184551239014,0.21835956355915243,0.41117204577516164,3032,1518
tolokers,rwr,rwr_r0.1_M2,500,15,2,2,3427,14,7000,100867,4550,0.5236505927034181,2,2,500.0,28.819142857142857,0.26571428571428574,0.21809184551239014,0.21835956355915243,0.41117204577516164,3032,1518
tolokers,rwr,rwr_r0.15_M1,500,15,1,2,3427,12,5503,58158,5503,0.6333294970652549,1,1,458.5833333333333,19.551666666666666,0.2329638379065964,0.21809184551239014,0.06819141889173186,0.278949961194105,3640,1863
tolokers,rwr,rwr_r0.15_M2,500,15,2,2,3427,14,7000,112994,4487,0.5164000460352169,2,2,500.0,32.284,0.24885714285714286,0.21809184551239014,0.14106578479572218,0.4606062849129905,2945,1542
tolokers,metis,metis_K5,,5,1,2,3427,5,8410,219531,8410,0.9678904361836805,1,1,1682.0,51.386243606932794,0.21284185493460167,0.21809184551239014,-0.024072383657692487,0.7331441817439978,5611,2799
tolokers,bfs_partition,bfs_part_mn32,500,0,1,2,3427,288,6921,76070,6921,0.7965243411209575,1,1,24.03125,2.28884382683419,0.2360930501372634,0.21809184551239014,0.08253955842585858,0.03265567624284873,4577,2344
weibo,forest_fire,ff_b0.3_M1,400,15,1,0,3407,12,4404,32730,4404,0.8748510131108462,1,1,367.0,13.761249999999999,0.0787920072661217,0.10349622368812561,-0.23869679048819525,0.26795808738772886,2940,1464
weibo,forest_fire,ff_b0.3_M2,400,15,2,0,3407,15,6000,57512,3815,0.7578466428287643,2,2,400.0,19.170666666666666,0.05216666666666667,0.10349622368812561,-0.495955844496654,0.3732898663964166,2537,1278
weibo,forest_fire,ff_b0.3_Minf,400,15,-1,0,3407,15,6000,84640,3134,0.6225665474771553,15,4,400.0,28.213333333333342,0.03983333333333333,0.10349622368812561,-0.6151228333377007,0.5493680326156752,2103,1031
weibo,forest_fire,ff_b0.5_M1,400,15,1,0,3407,13,4479,36619,4479,0.8897497020262217,1,1,344.53846153846155,15.965690410159102,0.10292475999106944,0.10349622368812561,-0.005521589838661245,0.3108827952497657,2986,1493
weibo,forest_fire,ff_b0.5_M2,400,15,2,0,3407,15,6000,57140,3802,0.755264203416766,2,2,400.0,19.046666666666667,0.07066666666666667,0.10349622368812561,-0.317205361235084,0.37087534716044035,2536,1266
weibo,forest_fire,ff_b0.5_Minf,400,15,-1,0,3407,15,6000,82118,3003,0.5965435041716329,12,4,400.0,27.372666666666667,0.052,0.10349622368812561,-0.49756620921072225,0.5329986306986532,1990,1013
weibo,forest_fire,ff_b0.7_M1,400,15,1,0,3407,9,3600,28175,3600,0.7151370679380215,1,1,400.0,15.65277777777778,0.08305555555555555,0.10349622368812561,-0.1975015841560147,0.3047897825879538,2393,1207
weibo,forest_fire,ff_b0.7_M2,400,15,2,0,3407,15,6000,62030,3819,0.7586412395709178,2,2,400.0,20.676666666666666,0.08816666666666667,0.10349622368812561,-0.1481170662579232,0.4026145919559348,2559,1260
weibo,forest_fire,ff_b0.7_Minf,400,15,-1,0,3407,15,6000,88996,2476,0.4918553833929281,15,6,400.0,29.665333333333333,0.06516666666666666,0.10349622368812561,-0.3703473967993346,0.5776412739917842,1669,807
weibo,rwr,rwr_r0.1_M1,400,15,1,0,3407,10,3693,20212,3693,0.733611442193087,1,1,369.3,11.20360752688172,0.1297048470078527,0.10349622368812561,0.2532326531903606,0.21815585391922895,2449,1244
weibo,rwr,rwr_r0.1_M2,400,15,2,0,3407,13,5200,44109,3454,0.6861342868494239,2,2,400.0,16.965,0.09826923076923078,0.10349622368812561,-0.050504189743635464,0.3303412809543334,2280,1174
weibo,rwr,rwr_r0.15_M1,400,15,1,0,3407,9,3600,19403,3600,0.7151370679380215,1,1,400.0,10.779444444444444,0.10583333333333333,0.10349622368812561,0.02258159343330579,0.20989658035684353,2398,1202
weibo,rwr,rwr_r0.15_M2,400,15,2,0,3407,15,6000,45450,3649,0.7248708780294001,2,2,400.0,15.15,0.09233333333333334,0.10349622368812561,-0.10785794840621821,0.294999729234197,2448,1201
weibo,metis,metis_K5,,5,1,0,3407,5,4900,97614,4900,0.9733810091378625,1,1,980.0,39.85530981891428,0.07979591836734694,0.10349622368812561,-0.22899681240734848,0.7760597759158246,3267,1633
weibo,metis,metis_K15,,15,1,0,3407,15,4967,72147,4967,0.9866905045689313,1,1,331.1333333333333,29.012795143304267,0.09200724783571572,0.10349622368812561,-0.11100864788101494,0.5649350964753784,3313,1654
weibo,uniform,uniform_K15,400,15,-1,0,3407,15,4847,12407,3105,0.6168057210965435,6,3,323.1333333333333,5.116528951237117,0.057767691355477616,0.10349622368812561,-0.44183768936773826,0.09962869011444749,2081,1024
weibo,bfs_partition,bfs_part_mn32,400,0,1,0,3407,48,4155,31169,4155,0.8253873659117997,1,1,86.5625,5.934564666259331,0.12442839951865223,0.10349622368812561,0.20225062407690753,0.11555742374055018,2775,1380
weibo,forest_fire,ff_b0.3_M1,400,15,1,1,3417,12,4469,35130,4469,0.8882925859670046,1,1,372.4166666666667,15.664879227053142,0.09151935556052808,0.10355794429779053,-0.11624978478371839,0.2844202511505444,2994,1475
weibo,forest_fire,ff_b0.3_M2,400,15,2,1,3417,15,6000,62295,3818,0.7588948519181077,2,2,400.0,20.765,0.0525,0.10355794429779053,-0.4930374453066454,0.3770208776931683,2538,1280
weibo,forest_fire,ff_b0.3_Minf,400,15,-1,1,3417,15,6000,87004,3103,0.6167759888690121,13,4,400.0,29.00133333333333,0.016166666666666666,0.10355794429779053,-0.8438877212531575,0.526564322061424,2096,1007
weibo,forest_fire,ff_b0.5_M1,400,15,1,1,3417,13,4503,38685,4503,0.8950506857483602,1,1,346.38461538461536,16.887388663967617,0.1037086386853209,0.10355794429779053,0.0014551697462923396,0.30661681175221434,3010,1493
weibo,forest_fire,ff_b0.5_M2,400,15,2,1,3417,15,6000,63110,3852,0.7656529516994633,2,2,400.0,21.03666666666667,0.042166666666666665,0.10355794429779053,-0.592820551309782,0.38195340863979216,2574,1278
weibo,forest_fire,ff_b0.5_Minf,400,15,-1,1,3417,15,6000,96341,3048,0.6058437686344663,12,4,400.0,32.11366666666667,0.03816666666666667,0.10355794429779053,-0.6314462697626089,0.5830735753726226,2016,1032
weibo,forest_fire,ff_b0.7_M1,400,15,1,1,3417,12,4096,40475,4096,0.8141522560127211,1,1,341.3333333333333,19.12125,0.105224609375,0.10355794429779053,0.016094034006863156,0.34717603937348873,2738,1358
weibo,forest_fire,ff_b0.7_M2,400,15,2,1,3417,15,6000,64743,3705,0.7364341085271318,2,2,400.0,21.581,0.058166666666666665,0.10355794429779053,-0.43831767749847383,0.39183662708867156,2480,1225
weibo,forest_fire,ff_b0.7_Minf,400,15,-1,1,3417,15,6000,102092,2652,0.5271317829457365,12,5,400.0,34.03066666666667,0.037333333333333336,0.10355794429779053,-0.6394932944402811,0.6178796925186762,1774,878
weibo,rwr,rwr_r0.1_M1,400,15,1,1,3417,13,4112,27661,4112,0.8173325382627709,1,1,316.3076923076923,12.478974358974359,0.12135214007782101,0.10355794429779053,0.17182839907348502,0.22657519217582733,2748,1364
weibo,rwr,rwr_r0.1_M2,400,15,2,1,3417,14,5600,46361,3589,0.7133770622142716,2,2,400.0,16.5575,0.05125,0.10355794429779053,-0.5051079823231539,0.30062716987260457,2402,1187
weibo,rwr,rwr_r0.15_M1,400,15,1,1,3417,11,3735,28119,3735,0.7423971377459749,1,1,339.54545454545456,13.124507286606525,0.07389558232931727,0.10355794429779053,-0.28643251051002294,0.23829584668850345,2479,1256
weibo,rwr,rwr_r0.15_M2,400,15,2,1,3417,14,5478,46956,3619,0.7193400914331147,2,2,391.2857142857143,16.95008478931141,0.10441767068273092,0.10355794429779053,0.008301887322793577,0.3077551574399138,2399,1220
weibo,metis,metis_K5,,5,1,1,3417,5,5021,105023,5021,0.9980123235937189,1,1,1004.2,41.80803490724263,0.10376419040031866,0.10355794429779053,0.0019916009720610806,0.7590899116472541,3349,1672
weibo,metis,metis_K15,,15,1,1,3417,15,4892,74157,4892,0.9723712979526933,1,1,326.1333333333333,30.189236945908025,0.08360588716271464,0.10355794429779053,-0.19266563536353998,0.5481325600882864,3265,1627
weibo,uniform,uniform_K15,400,15,-1,1,3417,15,5012,13207,3158,0.627708209103558,6,3,334.1333333333333,5.24874027879262,0.05187549880287311,0.10355794429779053,-0.4990678971600646,0.09529904486847475,2121,1037
weibo,bfs_partition,bfs_part_mn32,400,0,1,1,3417,42,4328,46754,4328,0.8602663486384416,1,1,103.04761904761905,7.123326444961254,0.12014787430683918,0.10355794429779053,0.1601994914204048,0.12933507288101365,2891,1437
weibo,forest_fire,ff_b0.3_M1,400,15,1,2,3427,13,4549,31785,4549,0.9031169346833433,1,1,349.9230769230769,14.167297297297296,0.10705649593317212,0.10343458503484726,0.035016439589375725,0.24667011118883939,3034,1515
weibo,forest_fire,ff_b0.3_M2,400,15,2,2,3427,15,6000,59766,3785,0.7514393488187413,2,2,400.0,19.922,0.06516666666666666,0.10343458503484726,-0.3699721747352501,0.34686657955865274,2524,1261
weibo,forest_fire,ff_b0.3_Minf,400,15,-1,2,3427,15,6000,96541,3253,0.6458209251538615,13,4,400.0,32.18033333333334,0.037,0.10343458503484726,-0.6422859917934156,0.5602992747912174,2129,1124
weibo,forest_fire,ff_b0.5_M1,400,15,1,2,3427,12,4403,38466,4403,0.8741314274369665,1,1,366.9166666666667,16.13777777777778,0.07245060186236657,0.10343458503484726,-0.29955148137387644,0.2809786055343547,2938,1465
weibo,forest_fire,ff_b0.5_M2,400,15,2,2,3427,15,6000,63325,3790,0.752432003176494,2,2,400.0,21.108333333333334,0.050166666666666665,0.10343458503484726,-0.514991367251433,0.36752210538687025,2511,1279
weibo,forest_fire,ff_b0.5_Minf,400,15,-1,2,3427,15,6000,108091,3008,0.5971808616239825,15,4,400.0,36.03033333333333,0.03983333333333333,0.10343458503484726,-0.6148934776514701,0.6273325210165367,2002,1006
weibo,forest_fire,ff_b0.7_M1,400,15,1,2,3427,13,4550,38993,4550,0.9033154655548938,1,1,350.0,16.34026031345704,0.10241758241758242,0.10343458503484726,-0.009832326556172721,0.28450407609812484,3037,1513
weibo,forest_fire,ff_b0.7_M2,400,15,2,2,3427,14,5600,71238,3628,0.7202700019853087,2,2,400.0,25.44214285714286,0.06232142857142857,0.10343458503484726,-0.3974797834744308,0.44297907185522295,2431,1197
weibo,forest_fire,ff_b0.7_Minf,400,15,-1,2,3427,15,6000,102907,2638,0.5237244391502879,13,5,400.0,34.30233333333333,0.024333333333333332,0.10343458503484726,-0.7647466432515256,0.5972459107626791,1754,884
weibo,rwr,rwr_r0.1_M1,400,15,1,2,3427,11,4076,24369,4076,0.8092118324399444,1,1,370.54545454545456,12.458468899521533,0.10794896957801767,0.10343458503484726,0.04364482674387404,0.21691730216418464,2710,1366
weibo,rwr,rwr_r0.1_M2,400,15,2,2,3427,14,5204,41045,3380,0.6710343458407783,2,2,371.7142857142857,14.87107142857143,0.0803228285933897,0.10343458503484726,-0.2234432171180576,0.2589236864170756,2268,1112
weibo,rwr,rwr_r0.15_M1,400,15,1,2,3427,10,4000,24608,4000,0.7941234862021044,1,1,400.0,12.304,0.10925,0.10343458503484726,0.05622311882619835,0.21422780819644932,2665,1335
weibo,rwr,rwr_r0.15_M2,400,15,2,2,3427,15,6000,46971,3787,0.7518364105618424,2,2,400.0,15.657000000000004,0.07466666666666667,0.10343458503484726,-0.2781266861416676,0.27260767172722755,2507,1280
weibo,metis,metis_K5,,5,1,2,3427,5,5022,106569,5022,0.9970220369267421,1,1,1004.4,42.44312913538946,0.10374352847471127,0.10343458503484726,0.002986848545483367,0.7389872015339194,3346,1676
weibo,metis,metis_K15,,15,1,2,3427,15,4987,75696,4987,0.9900734564224737,1,1,332.46666666666664,30.232988992781205,0.10447162622819331,0.10343458503484726,0.010026058431004126,0.5263936091637594,3329,1658
weibo,uniform,uniform_K15,400,15,-1,2,3427,15,5032,14478,3226,0.6404605916219972,7,3,335.46666666666664,5.716024293008071,0.06021462639109698,0.10343458503484726,-0.4178482335399655,0.09952302957483565,2163,1063
weibo,bfs_partition,bfs_part_mn32,400,0,1,2,3427,52,4509,47479,4509,0.8951756998213222,1,1,86.71153846153847,6.117148163178626,0.11421601241960523,0.10343458503484726,0.10423425956729737,0.1065070906543151,3004,1505
questions,forest_fire,ff_b0.3_M1,1500,15,1,0,3407,9,9042,20791,9042,0.29794385132463425,1,1,1004.6666666666666,3.645203703703704,0.04722406547224065,0.032259128987789154,0.4638977230326362,0.6564948963847415,6015,3027
questions,forest_fire,ff_b0.3_M2,1500,15,2,0,3407,12,15015,39860,11016,0.36298932384341637,2,2,1251.25,4.714481481481481,0.05008325008325008,0.032259128987789154,0.5525295212467696,0.8490699788734065,7364,3652
questions,forest_fire,ff_b0.3_Minf,1500,15,-1,0,3407,15,22500,165200,9701,0.3196586265981284,15,8,1500.0,14.684444444444445,0.07617777777777777,0.032259128987789154,1.3614331870712588,2.6446431029980775,6482,3219
questions,forest_fire,ff_b0.5_M1,1500,15,1,0,3407,7,7507,19897,7507,0.2473639119546593,1,1,1072.4285714285713,4.160380952380953,0.04862128679898761,0.032259128987789154,0.5072101549112478,0.7492774298125736,5043,2464
questions,forest_fire,ff_b0.5_M2,1500,15,2,0,3407,9,13500,39523,10051,0.331191511796494,2,2,1500.0,5.85525925925926,0.050666666666666665,0.032259128987789154,0.5706148385421441,1.0545220879720845,6686,3365
questions,forest_fire,ff_b0.5_Minf,1500,15,-1,0,3407,15,22500,171799,9146,0.3013707657835772,15,8,1500.0,15.271022222222223,0.07724444444444445,0.032259128987789154,1.3944987626195147,2.750284748498588,6133,3013
questions,forest_fire,ff_b0.7_M1,1500,15,1,0,3407,8,9007,20882,9007,0.29679056280479765,1,1,1125.875,3.8045,0.049517042300432995,0.032259128987789154,0.5349776591666926,0.6851838844446555,5926,3081
questions,forest_fire,ff_b0.7_M2,1500,15,2,0,3407,12,15005,38276,10976,0.36167127982074604,2,2,1250.4166666666667,4.447,0.04865044985004998,0.032259128987789154,0.5081141796626105,0.8008970256605028,7318,3658
questions,forest_fire,ff_b0.7_Minf,1500,15,-1,0,3407,15,22500,161300,9265,0.3052919467510215,15,8,1500.0,14.337777777777777,0.0732,0.032259128987789154,1.2691251219990454,2.5822090345858952,6164,3101
questions,rwr,rwr_r0.1_M1,1500,15,1,0,3407,9,7134,20290,7134,0.23507315144325822,1,1,792.6666666666666,3.798989094829894,0.05578917858144099,0.032259128987789154,0.7294074679622786,0.6841913799338764,4786,2348
questions,rwr,rwr_r0.1_M2,1500,15,2,0,3407,8,12000,38158,9193,0.30291946751021487,2,2,1500.0,6.3596666666666675,0.05391666666666667,0.032259128987789154,0.6713615140407359,1.1453649915731006,6122,3071
questions,rwr,rwr_r0.15_M1,1500,15,1,0,3407,7,6011,19036,6011,0.19806906550678793,1,1,858.7142857142857,4.233904761904761,0.05257028780568957,0.032259128987789154,0.6296251465930365,0.7625189410252671,4035,1976
questions,rwr,rwr_r0.15_M2,1500,15,2,0,3407,11,13133,39912,9747,0.3211743772241993,2,2,1193.909090909091,5.191086712333171,0.054747582425949896,0.032259128987789154,0.6971190526152506,0.9349057584559017,6514,3233
questions,metis,metis_K5,,5,1,0,3407,5,28000,56228,28000,0.92263081586925,1,1,5600.0,3.8847118204267646,0.03289285714285714,0.032259128987789154,0.019644924551678544,0.6996298948792429,18648,9352
questions,metis,metis_K15,,15,1,0,3407,15,29791,46326,29791,0.9816462369843153,1,1,1986.0666666666666,3.084948518182366,0.0316202880064449,0.032259128987789154,-0.019803416936212792,0.5555939043238212,19834,9957
questions,uniform,uniform_K15,1500,15,-1,0,3407,15,1766,2042,1589,0.05235929880057994,4,2,117.73333333333333,2.27152511562266,0.06795016987542468,0.032259128987789154,1.1063857583118701,0.4090977532753133,1043,546
questions,bfs_partition,bfs_part_mn32,1500,0,1,0,3407,1383,14694,26241,14694,0.4841834717279557,1,1,10.62472885032538,1.2675413649543505,0.04185381788485096,0.032259128987789154,0.2974255411760689,0.22828201238893484,9768,4926
questions,forest_fire,ff_b0.3_M1,1500,15,1,1,3417,7,9002,20887,9002,0.29875215717509623,1,1,1286.0,4.121142857142857,0.04610086647411686,0.03056551143527031,0.5082641941636192,0.7384004267739491,6003,2999
questions,forest_fire,ff_b0.3_M2,1500,15,2,1,3417,11,13504,37736,10088,0.3347935749369441,2,2,1227.6363636363637,4.755636363636364,0.050355450236966824,0.03056551143527031,0.6474597633874501,0.852084977933847,6729,3359
questions,forest_fire,ff_b0.3_Minf,1500,15,-1,1,3417,15,22500,166819,9539,0.31657374220098233,15,8,1500.0,14.828355555555556,0.078,0.03056551143527031,1.551895791607591,2.6568513759722188,6377,3162
questions,forest_fire,ff_b0.5_M1,1500,15,1,1,3417,9,9029,21416,9029,0.2996482145227665,1,1,1003.2222222222222,3.739150326797385,0.04607376232140879,0.03056551143527031,0.5073774380965574,0.6699574105502628,6002,3027
