model,seed,AUROC,AUPRC,RecK,time_sec,dataset,method,params_tag,target_size,K_request,multiplicity_cap,split_id,num_subgraphs_actual
GIN,3407,0.7253005457813784,0.3402265433424056,0.35046728971962615,1.999560832977295,tolokers,rwr,rwr_r0.1_M1,500,15,1,0,12
GraphSAGE,3407,0.7572292986722844,0.437513685906859,0.40809968847352024,2.1265170574188232,tolokers,rwr,rwr_r0.1_M1,500,15,1,0,12
XGBGraph,3407,0.7636421620859531,0.407073315368669,0.42834890965732086,0.39019012451171875,tolokers,rwr,rwr_r0.1_M1,500,15,1,0,12
XGBoost,3407,0.7268768182545299,0.3634450449161469,0.3862928348909657,0.29355406761169434,tolokers,rwr,rwr_r0.1_M1,500,15,1,0,12
GCN,3407,0.7295592944155693,0.4034235787719518,0.3847352024922118,4.578826189041138,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
GIN,3407,0.7303367549731719,0.35261559293266515,0.35202492211838005,1.8763446807861328,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
GraphSAGE,3407,0.7311738637688469,0.38703238335615225,0.3940809968847352,3.196882724761963,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
XGBGraph,3407,0.7938573837740523,0.45103418050096267,0.4688473520249221,0.3499913215637207,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
XGBoost,3407,0.7345084036233593,0.3733184790824568,0.37383177570093457,0.2526552677154541,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
GCN,3407,0.7177618218740934,0.3891171878800353,0.3878504672897196,4.542761564254761,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
GIN,3407,0.7324366440816747,0.35744981589495617,0.3629283489096573,2.046754837036133,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
GraphSAGE,3407,0.7465868329225738,0.4151004712580461,0.4143302180685358,2.5060856342315674,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
XGBGraph,3407,0.7752684848534146,0.4409507420350218,0.4470404984423676,0.4481236934661865,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
XGBoost,3407,0.722952913138609,0.3669985725056807,0.38161993769470404,0.32748866081237793,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
GCN,3407,0.6881918856705953,0.35896936282214964,0.35669781931464173,1.758082389831543,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
GIN,3407,0.7322136410097905,0.36412540804071,0.37538940809968846,1.4108192920684814,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
GraphSAGE,3407,0.7458812213790129,0.4161963941763589,0.40186915887850466,2.2593629360198975,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
XGBGraph,3407,0.7704224044204767,0.42305488371055255,0.440809968847352,0.3239176273345947,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
XGBoost,3407,0.7206039248540652,0.35683163962189157,0.3878504672897196,0.2554323673248291,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
GCN,3407,0.7071518915269678,0.3893660179804668,0.37694704049844235,4.211868047714233,tolokers,metis,metis_K5,,5,1,0,5
GIN,3407,0.7368421409379414,0.3565748151705202,0.3707165109034268,3.0455377101898193,tolokers,metis,metis_K5,,5,1,0,5
GraphSAGE,3407,0.7499667867765277,0.41197480238754497,0.40965732087227413,2.2965235710144043,tolokers,metis,metis_K5,,5,1,0,5
XGBGraph,3407,0.7669065474786418,0.4508580470161881,0.4517133956386293,0.42467808723449707,tolokers,metis,metis_K5,,5,1,0,5
XGBoost,3407,0.7284629191305456,0.36979196503813916,0.3956386292834891,0.3025953769683838,tolokers,metis,metis_K5,,5,1,0,5
GCN,3407,0.6844869167012355,0.3765442714088826,0.38006230529595014,4.016047477722168,tolokers,metis,metis_K15,,15,1,0,15
GIN,3407,0.7389369463897906,0.3633229117109809,0.37694704049844235,1.6824421882629395,tolokers,metis,metis_K15,,15,1,0,15
GraphSAGE,3407,0.7574753476543331,0.4027615476401166,0.40498442367601245,1.970062017440796,tolokers,metis,metis_K15,,15,1,0,15
XGBGraph,3407,0.7706284619701812,0.44501837476055156,0.46417445482866043,0.43671560287475586,tolokers,metis,metis_K15,,15,1,0,15
XGBoost,3407,0.7297941593529793,0.37688942637060563,0.3925233644859813,0.28313779830932617,tolokers,metis,metis_K15,,15,1,0,15
GCN,3407,0.7182451081666572,0.3868301600949937,0.37227414330218067,2.49923038482666,tolokers,uniform,uniform_K15,500,15,-1,0,15
GIN,3407,0.733699085484059,0.3664530570967217,0.38006230529595014,1.176877737045288,tolokers,uniform,uniform_K15,500,15,-1,0,15
GraphSAGE,3407,0.715015291639215,0.37521932851279777,0.3660436137071651,1.7953436374664307,tolokers,uniform,uniform_K15,500,15,-1,0,15
XGBGraph,3407,0.7607102478384291,0.42124946955042675,0.45482866043613707,0.34743833541870117,tolokers,uniform,uniform_K15,500,15,-1,0,15
XGBoost,3407,0.7166573127384235,0.356519077820761,0.38161993769470404,0.2892119884490967,tolokers,uniform,uniform_K15,500,15,-1,0,15
GCN,3407,0.6749174414159408,0.3419845020849328,0.3426791277258567,4.478841543197632,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
GIN,3407,0.7316313928676974,0.3469949215259225,0.3644859813084112,1.5353872776031494,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
GraphSAGE,3407,0.7371569887400394,0.37334940649487913,0.3878504672897196,2.510101556777954,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
XGBGraph,3407,0.763627250026435,0.4191213230040438,0.4423676012461059,0.393176794052124,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
XGBoost,3407,0.7177604662323191,0.3609399017484279,0.3629283489096573,0.2938973903656006,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
GCN,3407,0.6819118751508153,0.33864408057524914,0.34890965732087226,4.387685298919678,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,0,11
GIN,3407,0.7352902700167285,0.37310237718741357,0.3847352024922118,2.7454676628112793,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,0,11
GraphSAGE,3407,0.7472334740489495,0.4046807959374434,0.3987538940809969,2.741091728210449,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,0,11
XGBGraph,3407,0.7675836905449407,0.43728041282138386,0.4470404984423676,0.33243250846862793,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,0,11
XGBoost,3407,0.7251853162305568,0.363075378708004,0.3894080996884735,0.2735903263092041,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,0,11
GCN,3407,0.6978643897307424,0.3695690972612029,0.37538940809968846,4.382118225097656,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,0,15
GIN,3407,0.7265490918555754,0.3590108247364608,0.3660436137071651,1.5826644897460938,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,0,15
GraphSAGE,3407,0.7443534130992954,0.389874344906586,0.40965732087227413,1.939270257949829,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,0,15
XGBGraph,3407,0.7354468466416687,0.37233541119398894,0.3878504672897196,0.32599639892578125,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,0,15
XGBoost,3407,0.7236622526970493,0.36619836384471205,0.397196261682243,0.2578310966491699,tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,0,15
GCN,3407,0.6968476583999632,0.3785590549045664,0.37538940809968846,5.198266506195068,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,0,10
GIN,3407,0.7171490717920771,0.3378655890775638,0.35358255451713394,3.0011730194091797,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,0,10
GraphSAGE,3407,0.7301005343939874,0.3823743993168361,0.3707165109034268,2.925535202026367,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,0,10
XGBGraph,3407,0.7582256953764481,0.405783210928173,0.42834890965732086,0.3461635112762451,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,0,10
XGBoost,3407,0.714223935753425,0.3569031472623657,0.3878504672897196,0.29032158851623535,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,0,10
GCN,3407,0.715776484495525,0.386106166464806,0.38161993769470404,6.756651401519775,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,0,15
GIN,3407,0.7330327875519549,0.3580439438990711,0.35514018691588783,2.367036819458008,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,0,15
GraphSAGE,3407,0.743998912775297,0.37046835166034997,0.3847352024922118,3.1684882640838623,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,0,15
XGBGraph,3407,0.7604750439905755,0.40971891347305384,0.4190031152647975,0.34549498558044434,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,0,15
XGBoost,3407,0.7194001149584225,0.3598785694979002,0.37227414330218067,0.2816295623779297,tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,0,15
GCN,3407,0.704601251528486,0.36855457011985604,0.3691588785046729,4.841714859008789,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,0,12
GIN,3407,0.7281101133587652,0.35479470659207957,0.3582554517133956,1.9845726490020752,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,0,12
GraphSAGE,3407,0.7480373696211522,0.411687447630145,0.40498442367601245,1.9278414249420166,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,0,12
XGBGraph,3407,0.7588486127717724,0.42379276788661985,0.43769470404984423,0.366375207901001,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,0,12
XGBoost,3407,0.7230034107947043,0.3657195227322965,0.3878504672897196,0.31236910820007324,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,0,12
GCN,3407,0.7239465985592238,0.3872152685791559,0.3909657320872274,4.881049156188965,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,0,15
GIN,3407,0.7370180354581662,0.35966530773229316,0.3862928348909657,2.9812443256378174,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,0,15
GraphSAGE,3407,0.7443818815765573,0.41581372414396034,0.40342679127725856,2.0810580253601074,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,0,15
XGBGraph,3407,0.760734649390368,0.4265350088565369,0.4501557632398754,0.2896757125854492,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,0,15
XGBoost,3407,0.7173649577446459,0.35681626245983167,0.3925233644859813,0.3069586753845215,tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,0,15
GCN,3407,0.7001127216135391,0.3721976447605248,0.3613707165109034,3.0915019512176514,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,0,15
GIN,3407,0.7115753506367448,0.3325391862668887,0.34579439252336447,2.5774123668670654,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,0,15
GraphSAGE,3407,0.7145584403612514,0.35232541918007604,0.3629283489096573,2.043717622756958,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,0,15
XGBGraph,3407,0.7215122048428948,0.3679471675661451,0.3987538940809969,0.2942078113555908,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,0,15
XGBoost,3407,0.6937859414525431,0.3368587264376172,0.367601246105919,0.2555983066558838,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,0,15
GCN,3407,0.6921246024580497,0.36242078194432936,0.34735202492211836,1.9430389404296875,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,0,15
GIN,3407,0.7203449972751601,0.36099579244106955,0.367601246105919,3.088611125946045,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,0,15
GraphSAGE,3407,0.7073152463607796,0.38840848213367024,0.3909657320872274,2.3245694637298584,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,0,15
XGBGraph,3407,0.7409009324104123,0.40792895198475915,0.4252336448598131,0.3520793914794922,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,0,15
XGBoost,3407,0.7159994875674093,0.3565693792987621,0.3925233644859813,0.29466676712036133,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,0,15
GCN,3407,0.6814956931260829,0.3323580910665248,0.3333333333333333,4.560034275054932,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,0,15
GIN,3407,0.7247562556089678,0.34779413477434046,0.35514018691588783,1.970045566558838,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,0,15
GraphSAGE,3407,0.7354143112390837,0.3990310264981517,0.40031152647975077,1.8037497997283936,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,0,15
XGBGraph,3407,0.738521781096389,0.426617382490561,0.4221183800623053,0.32015085220336914,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,0,15
XGBoost,3407,0.7235293998031609,0.37654090601823087,0.3862928348909657,0.2442002296447754,tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,0,15
GCN,3407,0.6953761092538818,0.36798432068068443,0.35669781931464173,5.075489044189453,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,0,12
GIN,3407,0.7288482603049109,0.35077771416203907,0.35046728971962615,2.072604179382324,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,0,12
GraphSAGE,3407,0.755342245322358,0.4377122373876456,0.4143302180685358,2.821204423904419,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,0,12
XGBGraph,3407,0.760733632659037,0.43427453838104685,0.4532710280373832,0.3942115306854248,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,0,12
XGBoost,3407,0.7256133601208148,0.3794349542460881,0.3956386292834891,0.30911684036254883,tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,0,12
GCN,3407,0.7000598515843385,0.36212080350038595,0.367601246105919,4.618002414703369,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,0,11
GIN,3407,0.7244031109267438,0.34897359323225324,0.3411214953271028,1.6298575401306152,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,0,11
GraphSAGE,3407,0.7302804958395354,0.38617776796082637,0.37227414330218067,2.381868839263916,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,0,11
XGBGraph,3407,0.7603313459624921,0.4460873929940825,0.4392523364485981,0.5435705184936523,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,0,11
XGBoost,3407,0.7275515889477238,0.3659965190630853,0.3878504672897196,0.24543404579162598,tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,0,11
GCN,3407,0.6972489283651774,0.3666332065036151,0.38006230529595014,4.552793979644775,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,0,15
GIN,3407,0.7229613858996987,0.3511948241286729,0.35514018691588783,2.8735592365264893,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,0,15
GraphSAGE,3407,0.7334221956516435,0.37460963770112526,0.3660436137071651,2.1206305027008057,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,0,15
XGBGraph,3407,0.743479024154825,0.4036367492479934,0.42834890965732086,0.33712172508239746,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,0,15
XGBoost,3407,0.7118332614843192,0.36724315790745016,0.38161993769470404,0.2535231113433838,tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,0,15
GCN,3417,0.7080513598442639,0.37229099394395593,0.367601246105919,5.353357315063477,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
GIN,3417,0.7410642872442242,0.3677289216078124,0.397196261682243,2.531454086303711,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
GraphSAGE,3417,0.7287103237543685,0.3717334360132768,0.3925233644859813,2.602581024169922,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
XGBGraph,3417,0.7650425400388798,0.4399087848475626,0.4485981308411215,0.35747528076171875,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
XGBoost,3417,0.7197861339536751,0.3873407464008242,0.40186915887850466,0.27416300773620605,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
GCN,3417,0.6794961215088835,0.3518817686980159,0.35046728971962615,4.600628852844238,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
GIN,3417,0.74204577188887,0.3648888931524421,0.3909657320872274,1.6503512859344482,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
GraphSAGE,3417,0.6969476369808231,0.3388276227911102,0.34579439252336447,2.595423698425293,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
XGBGraph,3417,0.7687085343072264,0.4286015427627359,0.4470404984423676,0.3372361660003662,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
XGBoost,3417,0.7224821665324582,0.3655289071437057,0.3987538940809969,0.23437261581420898,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
GCN,3417,0.7051841774914662,0.3812881067790381,0.37694704049844235,1.7402479648590088,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
GIN,3417,0.7298226278302412,0.3597314095807945,0.38317757009345793,1.7544090747833252,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
GraphSAGE,3417,0.7297406115028916,0.36375484496913457,0.3847352024922118,2.246401309967041,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
XGBGraph,3417,0.7619845511063392,0.4102995896312905,0.42834890965732086,0.3168482780456543,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
XGBoost,3417,0.707391501210588,0.3524121123735264,0.38006230529595014,0.26661181449890137,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
GCN,3417,0.7116587226058689,0.3738350208835771,0.3691588785046729,2.6304268836975098,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
GIN,3417,0.7497349720331102,0.37628288468505594,0.40031152647975077,1.709341287612915,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
GraphSAGE,3417,0.7128408422331216,0.3519666159657968,0.3582554517133956,2.7853856086730957,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
XGBGraph,3417,0.775647047818908,0.46169320432718136,0.4517133956386293,0.4365394115447998,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
XGBoost,3417,0.7244749599407855,0.38087506418424233,0.40186915887850466,0.3040275573730469,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
GCN,3417,0.7255682850318168,0.3829029980901477,0.37850467289719625,4.685975551605225,tolokers,forest_fire,ff_b0.5_M2,500,15,2,1,14
GIN,3417,0.7438399637772518,0.37127042914095265,0.40965732087227413,1.924868106842041,tolokers,forest_fire,ff_b0.5_M2,500,15,2,1,14
GraphSAGE,3417,0.7519534797968708,0.3970585173192881,0.40031152647975077,1.9517533779144287,tolokers,forest_fire,ff_b0.5_M2,500,15,2,1,14
XGBGraph,3417,0.7738498057365337,0.43075013608135954,0.4439252336448598,0.39061880111694336,tolokers,forest_fire,ff_b0.5_M2,500,15,2,1,14
XGBoost,3417,0.7204348085427121,0.3655656149125426,0.3956386292834891,0.2921934127807617,tolokers,forest_fire,ff_b0.5_M2,500,15,2,1,14
GCN,3417,0.698179576443284,0.35726357466576486,0.3411214953271028,2.2259204387664795,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,1,15
GIN,3417,0.7304645242104065,0.3560917006346135,0.3862928348909657,2.2300968170166016,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,1,15
