model,seed,AUROC,AUPRC,RecK,time_sec,dataset,method,params_tag,target_size,K_request,multiplicity_cap,split_id,num_subgraphs_actual
XGBoost,3407,0.7229769757801041,0.3636300617702834,0.38317757009345793,0.44194507598876953,tolokers,forest_fire,ff_b0.3_M1,500,15,1,0,11
GCN,3407,0.712114218242058,0.39380983271445824,0.3691588785046729,4.3598244190216064,tolokers,forest_fire,ff_b0.3_M2,500,15,2,0,15
GIN,3407,0.7301862787362166,0.35898148366435834,0.3691588785046729,1.7729229927062988,tolokers,forest_fire,ff_b0.3_M2,500,15,2,0,15
GraphSAGE,3407,0.743559007019513,0.41150606034790804,0.40498442367601245,2.7521138191223145,tolokers,forest_fire,ff_b0.3_M2,500,15,2,0,15
XGBGraph,3407,0.7604943618858604,0.4020652647696797,0.4158878504672897,0.5279603004455566,tolokers,forest_fire,ff_b0.3_M2,500,15,2,0,15
XGBoost,3407,0.7159245883593753,0.35497701811487725,0.3629283489096573,0.43199610710144043,tolokers,forest_fire,ff_b0.3_M2,500,15,2,0,15
GCN,3407,0.6959475122617798,0.36081345383635866,0.34579439252336447,5.827151775360107,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,0,15
GIN,3407,0.7276308939915245,0.3686949462008058,0.37383177570093457,3.09414005279541,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,0,15
GraphSAGE,3407,0.7426181916280987,0.41345869534711177,0.40809968847352024,2.832303047180176,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,0,15
XGBGraph,3407,0.7799684948851636,0.42462714893589343,0.4485981308411215,0.5854637622833252,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,0,15
XGBoost,3407,0.708952522713778,0.34796186328747125,0.3660436137071651,0.4765443801879883,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,0,15
GCN,3407,0.6960430850068731,0.35175334997858665,0.3629283489096573,5.804376125335693,tolokers,forest_fire,ff_b0.5_M1,500,15,1,0,10
GIN,3407,0.7356759501015376,0.3543125145901238,0.38161993769470404,3.0132923126220703,tolokers,forest_fire,ff_b0.5_M1,500,15,1,0,10
GraphSAGE,3407,0.743628144750006,0.40191567221624225,0.40342679127725856,3.8655455112457275,tolokers,forest_fire,ff_b0.5_M1,500,15,1,0,10
XGBGraph,3407,0.7517728405304355,0.4022264123250314,0.3987538940809969,0.5425059795379639,tolokers,forest_fire,ff_b0.5_M1,500,15,1,0,10
XGBoost,3407,0.7250426349338039,0.37290111755848354,0.397196261682243,0.4481816291809082,tolokers,forest_fire,ff_b0.5_M1,500,15,1,0,10
GCN,3407,0.7010210016023686,0.3746820064404486,0.37383177570093457,3.715507745742798,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,0,15
GIN,3407,0.7257302842238545,0.34890466049521085,0.34890965732087226,3.0025553703308105,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,0,15
GraphSAGE,3407,0.7142500318575817,0.37345127542521483,0.38317757009345793,2.305516242980957,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,0,15
XGBGraph,3407,0.7440758454459926,0.3998254064086513,0.4236760124610592,0.5583205223083496,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,0,15
XGBoost,3407,0.707882243532911,0.3447217353012906,0.37227414330218067,0.4883148670196533,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,0,15
GCN,3407,0.6873473208451614,0.37205525495810043,0.3707165109034268,7.898928880691528,tolokers,forest_fire,ff_b0.7_M1,500,15,1,0,12
GIN,3407,0.7273224854878548,0.34460937171787187,0.3598130841121495,3.2450931072235107,tolokers,forest_fire,ff_b0.7_M1,500,15,1,0,12
GraphSAGE,3407,0.7386322659010001,0.40762528546927373,0.38006230529595014,3.5102596282958984,tolokers,forest_fire,ff_b0.7_M1,500,15,1,0,12
XGBGraph,3407,0.77088772845953,0.42315440866667514,0.4439252336448598,0.5620489120483398,tolokers,forest_fire,ff_b0.7_M1,500,15,1,0,12
XGBoost,3407,0.720282637753539,0.36342999977631685,0.38317757009345793,0.4790480136871338,tolokers,forest_fire,ff_b0.7_M1,500,15,1,0,12
GCN,3407,0.7051204623280707,0.3710497807574498,0.3909657320872274,6.263046503067017,tolokers,forest_fire,ff_b0.7_M2,500,15,2,0,14
GIN,3407,0.7259600655046106,0.3521498427429401,0.34735202492211836,1.817448616027832,tolokers,forest_fire,ff_b0.7_M2,500,15,2,0,14
GraphSAGE,3407,0.7423511301985473,0.3864605053700843,0.40031152647975077,2.669863224029541,tolokers,forest_fire,ff_b0.7_M2,500,15,2,0,14
XGBGraph,3407,0.7594810196595171,0.4078005122427956,0.4143302180685358,0.5064880847930908,tolokers,forest_fire,ff_b0.7_M2,500,15,2,0,14
XGBoost,3407,0.7292166559570966,0.3724843402773996,0.38317757009345793,0.4577367305755615,tolokers,forest_fire,ff_b0.7_M2,500,15,2,0,14
GCN,3407,0.6732588137049961,0.3459251608003178,0.3364485981308411,2.7772839069366455,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,0,15
GIN,3407,0.7190564597686191,0.35539869788572737,0.37383177570093457,2.985253095626831,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,0,15
GraphSAGE,3407,0.7226577221422393,0.38661497695245034,0.40498442367601245,3.6032967567443848,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,0,15
XGBGraph,3407,0.7438562314785443,0.4278446673532529,0.4423676012461059,0.4887840747833252,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,0,15
XGBoost,3407,0.7121043898391937,0.35545337330303245,0.3878504672897196,0.410555362701416,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,0,15
GCN,3407,0.7083536679599489,0.36388793194586116,0.38006230529595014,6.95267653465271,tolokers,rwr,rwr_r0.1_M1,500,15,1,0,12
GIN,3407,0.7253005457813784,0.3402265433424056,0.35046728971962615,2.223414182662964,tolokers,rwr,rwr_r0.1_M1,500,15,1,0,12
GraphSAGE,3407,0.7587482952804687,0.4403331515300009,0.4205607476635514,2.353147268295288,tolokers,rwr,rwr_r0.1_M1,500,15,1,0,12
XGBGraph,3407,0.7636421620859531,0.407073315368669,0.42834890965732086,0.5529205799102783,tolokers,rwr,rwr_r0.1_M1,500,15,1,0,12
XGBoost,3407,0.7268768182545299,0.3634450449161469,0.3862928348909657,0.4784085750579834,tolokers,rwr,rwr_r0.1_M1,500,15,1,0,12
GCN,3407,0.7299402297541678,0.40395565849973153,0.37850467289719625,6.0837743282318115,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
GIN,3407,0.7304435117629036,0.35286855336240547,0.35514018691588783,1.6429176330566406,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
GraphSAGE,3407,0.7295864072510568,0.38594150962919993,0.38317757009345793,3.588135004043579,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
XGBGraph,3407,0.7938573837740523,0.45103418050096267,0.4688473520249221,0.5153722763061523,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
XGBoost,3407,0.7345084036233593,0.3733184790824568,0.37383177570093457,0.4347870349884033,tolokers,rwr,rwr_r0.1_M2,500,15,2,0,15
GCN,3407,0.7185752069387169,0.39464766343345675,0.3894080996884735,6.0673604011535645,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
GIN,3407,0.7324366440816747,0.35744981589495617,0.3629283489096573,2.3192696571350098,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
GraphSAGE,3407,0.7467366313386421,0.41370120225635254,0.411214953271028,2.1713433265686035,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
XGBGraph,3407,0.7752684848534146,0.4409507420350218,0.4470404984423676,0.5320911407470703,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
XGBoost,3407,0.722952913138609,0.3669985725056807,0.38161993769470404,0.46585988998413086,tolokers,rwr,rwr_r0.15_M1,500,15,1,0,12
GCN,3407,0.6881918856705953,0.35896936282214964,0.35669781931464173,2.579782724380493,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
GIN,3407,0.7322136410097905,0.36412540804071,0.37538940809968846,1.8160443305969238,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
GraphSAGE,3407,0.7454379265187933,0.4152965184550742,0.40031152647975077,2.6350436210632324,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
XGBGraph,3407,0.7704224044204767,0.42305488371055255,0.440809968847352,0.5876696109771729,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
XGBoost,3407,0.7206039248540652,0.35683163962189157,0.3878504672897196,0.4828493595123291,tolokers,rwr,rwr_r0.15_M2,500,15,2,0,15
GCN,3407,0.706861106366365,0.3890639798475931,0.38006230529595014,5.36794114112854,tolokers,metis,metis_K5,,5,1,0,5
GIN,3407,0.738250991651958,0.360556876776748,0.3691588785046729,2.0924718379974365,tolokers,metis,metis_K5,,5,1,0,5
GraphSAGE,3407,0.7520995501980593,0.4172625551788009,0.4158878504672897,2.455530881881714,tolokers,metis,metis_K5,,5,1,0,5
XGBGraph,3407,0.7675267535904172,0.44106749291355757,0.4501557632398754,0.5578422546386719,tolokers,metis,metis_K5,,5,1,0,5
XGBoost,3407,0.7284629191305456,0.36979196503813916,0.3956386292834891,0.4840586185455322,tolokers,metis,metis_K5,,5,1,0,5
GCN,3407,0.6940353795390276,0.3566247874127021,0.35514018691588783,5.0121941566467285,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
GIN,3407,0.7316310539572539,0.34699376030214396,0.3644859813084112,1.6617341041564941,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
GraphSAGE,3407,0.7349225521854301,0.37200120417487553,0.37227414330218067,2.6556613445281982,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
XGBGraph,3407,0.763627250026435,0.4191213230040438,0.4423676012461059,0.5637917518615723,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
XGBoost,3407,0.7177604662323191,0.3609399017484279,0.3629283489096573,0.4502754211425781,tolokers,bfs_partition,bfs_part_mn32,500,0,1,0,290
GCN,3417,0.7049144047783661,0.37234937759888587,0.3660436137071651,5.359230279922485,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
GIN,3417,0.7407823137551548,0.3672218104603996,0.397196261682243,2.498105764389038,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
GraphSAGE,3417,0.7301351032592339,0.37126231201890575,0.37694704049844235,1.9423670768737793,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
XGBGraph,3417,0.7650425400388798,0.4399087848475626,0.4485981308411215,0.49200916290283203,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
XGBoost,3417,0.7197861339536751,0.3873407464008242,0.40186915887850466,0.45468950271606445,tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,12
GCN,3417,0.6812367655471777,0.3560082154155031,0.3582554517133956,5.059871673583984,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
GIN,3417,0.74204577188887,0.3648902227718472,0.3909657320872274,1.6473116874694824,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
GraphSAGE,3417,0.69987040064637,0.34050871519389125,0.3613707165109034,2.6350204944610596,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
XGBGraph,3417,0.7687085343072264,0.4286015427627359,0.4470404984423676,0.4819607734680176,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
XGBoost,3417,0.7224821665324582,0.3655289071437057,0.3987538940809969,0.43947505950927734,tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,14
GCN,3417,0.7051841774914662,0.3812881067790381,0.37694704049844235,1.9669973850250244,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
GIN,3417,0.7298226278302412,0.35973394289981075,0.38317757009345793,1.623565673828125,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
GraphSAGE,3417,0.7323122639488759,0.3658080429491077,0.3847352024922118,1.9184749126434326,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
XGBGraph,3417,0.7619845511063392,0.4102995896312905,0.42834890965732086,0.4986269474029541,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
XGBoost,3417,0.707391501210588,0.3524121123735264,0.38006230529595014,0.4067666530609131,tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,15
GCN,3417,0.711135444880961,0.3736577997741261,0.3707165109034268,3.367969512939453,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
GIN,3417,0.7497356498539973,0.37628144851695444,0.40031152647975077,1.5888631343841553,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
GraphSAGE,3417,0.714398135721432,0.35004735307830465,0.3598130841121495,2.2069997787475586,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
XGBGraph,3417,0.775647047818908,0.46169320432718136,0.4517133956386293,0.5334200859069824,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
XGBoost,3417,0.7244749599407855,0.38087506418424233,0.40186915887850466,0.43552446365356445,tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,12
GCN,3417,0.6980718029222215,0.3571791577585538,0.3426791277258567,2.673112630844116,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,1,15
GIN,3417,0.7304645242104065,0.3560917006346135,0.3862928348909657,2.2928874492645264,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,1,15
GraphSAGE,3417,0.7016313793112798,0.36099525780746966,0.3660436137071651,2.155874013900757,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,1,15
XGBGraph,3417,0.7723097966808468,0.43903831865894716,0.4532710280373832,0.5160505771636963,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,1,15
XGBoost,3417,0.7157242922872118,0.3648569670220425,0.3987538940809969,0.43091869354248047,tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,1,15
GCN,3417,0.706661827025532,0.3887465384377752,0.3909657320872274,2.9862401485443115,tolokers,forest_fire,ff_b0.7_M1,500,15,1,1,11
GIN,3417,0.7466115733849562,0.3726949040881301,0.40654205607476634,1.3441147804260254,tolokers,forest_fire,ff_b0.7_M1,500,15,1,1,11
GraphSAGE,3417,0.7411971401381128,0.38222674646722155,0.3987538940809969,1.8510780334472656,tolokers,forest_fire,ff_b0.7_M1,500,15,1,1,11
XGBGraph,3417,0.7785098243359388,0.4483157868781686,0.45638629283489096,0.48251914978027344,tolokers,forest_fire,ff_b0.7_M1,500,15,1,1,11
XGBoost,3417,0.7249734972033111,0.3825850772365865,0.40654205607476634,0.44265055656433105,tolokers,forest_fire,ff_b0.7_M1,500,15,1,1,11
GCN,3417,0.7177943572766784,0.38454928773142316,0.3847352024922118,4.752307415008545,tolokers,forest_fire,ff_b0.7_M2,500,15,2,1,15
GIN,3417,0.7306326237904285,0.35699094382207286,0.38006230529595014,1.9037015438079834,tolokers,forest_fire,ff_b0.7_M2,500,15,2,1,15
GraphSAGE,3417,0.7365954141350056,0.37111836717941943,0.37538940809968846,2.4921302795410156,tolokers,forest_fire,ff_b0.7_M2,500,15,2,1,15
XGBGraph,3417,0.7575821044440647,0.42529967830637627,0.4392523364485981,0.4814882278442383,tolokers,forest_fire,ff_b0.7_M2,500,15,2,1,15
XGBoost,3417,0.7203263572007623,0.3732873800082086,0.4158878504672897,0.40946054458618164,tolokers,forest_fire,ff_b0.7_M2,500,15,2,1,15
GCN,3417,0.6978128753433163,0.3738377506029594,0.3691588785046729,3.6008687019348145,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,1,15
GIN,3417,0.7337912691247162,0.3728054887852901,0.397196261682243,2.019141674041748,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,1,15
GraphSAGE,3417,0.7165305602325197,0.3502042810624201,0.3582554517133956,2.3428311347961426,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,1,15
XGBGraph,3417,0.7575756651456367,0.42045615571909345,0.42990654205607476,0.4750487804412842,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,1,15
XGBoost,3417,0.7214393390975222,0.3741874789408631,0.40965732087227413,0.4190402030944824,tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,1,15
GCN,3417,0.6978518500443295,0.3932953580647814,0.40342679127725856,5.626715660095215,tolokers,rwr,rwr_r0.1_M1,500,15,1,1,14
GIN,3417,0.7399194477657669,0.37016591302959234,0.3925233644859813,3.0545244216918945,tolokers,rwr,rwr_r0.1_M1,500,15,1,1,14
GraphSAGE,3417,0.7237263067708885,0.3657732388196364,0.3847352024922118,1.8105533123016357,tolokers,rwr,rwr_r0.1_M1,500,15,1,1,14
XGBGraph,3417,0.7723782565904526,0.4237385727998,0.45950155763239875,0.5446112155914307,tolokers,rwr,rwr_r0.1_M1,500,15,1,1,14
XGBoost,3417,0.7299812379178426,0.40100404692349645,0.4236760124610592,0.47138381004333496,tolokers,rwr,rwr_r0.1_M1,500,15,1,1,14
GCN,3417,0.7096422054664899,0.38325424254882323,0.3660436137071651,4.186550855636597,tolokers,rwr,rwr_r0.1_M2,500,15,2,1,15
GIN,3417,0.7420593283066136,0.3693317966783236,0.40186915887850466,1.5233354568481445,tolokers,rwr,rwr_r0.1_M2,500,15,2,1,15
GraphSAGE,3417,0.748343405751717,0.41803209062580526,0.40186915887850466,1.8592605590820312,tolokers,rwr,rwr_r0.1_M2,500,15,2,1,15
XGBGraph,3417,0.7679724208237422,0.43538220473000144,0.43457943925233644,0.5446979999542236,tolokers,rwr,rwr_r0.1_M2,500,15,2,1,15
XGBoost,3417,0.7310094922037043,0.38323073798591883,0.411214953271028,0.49543285369873047,tolokers,rwr,rwr_r0.1_M2,500,15,2,1,15
GCN,3417,0.6943471771471332,0.3880156630686503,0.38006230529595014,5.438621282577515,tolokers,rwr,rwr_r0.15_M1,500,15,1,1,12
GIN,3417,0.7520155004080482,0.3927291293952521,0.40186915887850466,1.6572186946868896,tolokers,rwr,rwr_r0.15_M1,500,15,1,1,12
GraphSAGE,3417,0.751554243294318,0.397001865598128,0.40031152647975077,1.6049931049346924,tolokers,rwr,rwr_r0.15_M1,500,15,1,1,12
XGBGraph,3417,0.7609125773732542,0.41731335424924976,0.411214953271028,0.5013959407806396,tolokers,rwr,rwr_r0.15_M1,500,15,1,1,12
XGBoost,3417,0.7364920464497098,0.4048300492965434,0.4127725856697819,0.4298217296600342,tolokers,rwr,rwr_r0.15_M1,500,15,1,1,12
GCN,3417,0.6882305214611649,0.37118053598917145,0.38006230529595014,1.9251184463500977,tolokers,rwr,rwr_r0.15_M2,500,15,2,1,14
GIN,3417,0.7330710844320809,0.36012928416939305,0.3925233644859813,2.009349822998047,tolokers,rwr,rwr_r0.15_M2,500,15,2,1,14
GraphSAGE,3417,0.7389420300464442,0.39162340852173166,0.4127725856697819,2.1046314239501953,tolokers,rwr,rwr_r0.15_M2,500,15,2,1,14
XGBGraph,3417,0.7519436513940065,0.4122746905211441,0.4205607476635514,0.5005173683166504,tolokers,rwr,rwr_r0.15_M2,500,15,2,1,14
XGBoost,3417,0.7142219022907634,0.36107651256971274,0.40342679127725856,0.4144563674926758,tolokers,rwr,rwr_r0.15_M2,500,15,2,1,14
GCN,3417,0.6889463003180336,0.3949897398977677,0.40186915887850466,5.939114093780518,tolokers,metis,metis_K5,,5,1,1,5
GIN,3417,0.7507761049158282,0.3877380586396636,0.3862928348909657,1.2389497756958008,tolokers,metis,metis_K5,,5,1,1,5
GraphSAGE,3417,0.7624373354589795,0.42283796194547113,0.42834890965732086,2.0321364402770996,tolokers,metis,metis_K5,,5,1,1,5
XGBGraph,3417,0.7671203999685491,0.4493665647808638,0.4470404984423676,0.5840649604797363,tolokers,metis,metis_K5,,5,1,1,5
XGBoost,3417,0.7394734416219984,0.40440093824899254,0.411214953271028,0.47730064392089844,tolokers,metis,metis_K5,,5,1,1,5
GCN,3417,0.638137524435443,0.31443758798556465,0.3317757009345794,5.4047863483428955,tolokers,bfs_partition,bfs_part_mn32,500,0,1,1,251
GIN,3417,0.7549955399385624,0.39145799012575866,0.4143302180685358,2.092594623565674,tolokers,bfs_partition,bfs_part_mn32,500,0,1,1,251
GraphSAGE,3417,0.765769502940387,0.4217888382196462,0.4470404984423676,2.0934948921203613,tolokers,bfs_partition,bfs_part_mn32,500,0,1,1,251
XGBGraph,3417,0.7770626767417963,0.4171825572771593,0.45794392523364486,0.5506806373596191,tolokers,bfs_partition,bfs_part_mn32,500,0,1,1,251
XGBoost,3417,0.7343958853560864,0.3951172901654654,0.4158878504672897,0.47911524772644043,tolokers,bfs_partition,bfs_part_mn32,500,0,1,1,251
