dataset,method,params_tag,target_size,K_request,multiplicity_cap,split_id,seed,num_subgraphs,total_nodes,total_edges,unique_origs,coverage,multiplicity_max,multiplicity_p95,mean_size,size_min,size_p25,size_p75,size_max,size_std,mean_avg_deg,pos_rate_sub,pos_rate_source,prior_shift,deg_ratio,train_unique,val_unique
tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,0,3407,15,3959,55690,3959,0.45636887608069165,1,1,263.93333333333334,56,91.5,383.5,566,177.55655124181953,18.343437820520293,0.23869664056579945,0.218097984790802,0.09444679552979607,0.2790812239657194,2636,1323
tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,0,3407,12,5696,141583,5696,0.6565994236311239,1,1,474.6666666666667,2,3.75,653.75,2968,849.0441030293355,12.915889746364128,0.21734550561797752,0.218097984790802,-0.0034501885633938523,0.19650527639858434,3782,1914
tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,0,3407,11,4434,58946,4434,0.5111239193083573,1,1,403.09090909090907,77,354.5,500.0,500,153.54978733323807,22.449571193807085,0.2426702751465945,0.218097984790802,0.11266628795017097,0.34155286852851935,2942,1492
tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,0,3407,15,4786,56110,4786,0.5517002881844381,1,1,319.06666666666666,2,74.5,500.0,500,222.63826166127774,15.802984491888559,0.23986627664020058,0.218097984790802,0.09980968815589275,0.24043019075594668,3200,1586
tolokers,forest_fire,ff_b0.3_M1,500,15,1,1,3417,12,5502,52955,5502,0.6338709677419355,1,1,458.5,2,500.0,500.0,500,137.6399287997491,17.734666666666666,0.22010178117048346,0.21658986806869507,0.01621457703956186,0.2732400859579866,3626,1876
tolokers,forest_fire,ff_b0.3_M2,500,15,2,1,3417,14,7000,123262,4472,0.5152073732718894,2,2,500.0,500,500.0,500.0,500,0.0,35.21771428571428,0.238,0.21658986806869507,0.09885103177824717,0.5426034477862031,2997,1475
tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,1,3417,15,7500,253327,3417,0.39366359447004606,13,5,500.0,500,500.0,500.0,500,0.0,67.55386666666666,0.24666666666666667,0.21658986806869507,0.13886521500826743,1.0408103338918708,2276,1141
tolokers,forest_fire,ff_b0.5_M1,500,15,1,1,3417,12,5502,65513,5502,0.6338709677419355,1,1,458.5,2,500.0,500.0,500,137.6399287997491,21.920666666666666,0.23336968375136313,0.21658986806869507,0.07747276376449008,0.337734278113847,3707,1795
tolokers,forest_fire,ff_b0.5_M2,500,15,2,1,3417,14,7000,124506,4370,0.5034562211981567,2,2,500.0,500,500.0,500.0,500,0.0,35.573142857142855,0.24814285714285714,0.21658986806869507,0.14568081764634777,0.5480795774047883,2907,1463
tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,1,3417,15,7500,244231,3499,0.403110599078341,11,5,500.0,500,500.0,500.0,500,0.0,65.12826666666666,0.252,0.21658986806869507,0.16348932776520275,1.0034388306684463,2327,1172
tolokers,forest_fire,ff_b0.7_M1,500,15,1,1,3417,11,5500,65245,5500,0.6336405529953917,1,1,500.0,500,500.0,500.0,500,0.0,23.725454545454543,0.24,0.21658986806869507,0.108085074062098,0.36554085629232597,3673,1827
tolokers,forest_fire,ff_b0.7_M2,500,15,2,1,3417,15,7500,134846,4596,0.5294930875576037,2,2,500.0,500,500.0,500.0,500,0.0,35.958933333333334,0.22613333333333333,0.21658986806869507,0.04406238089406567,0.5540234964452397,3051,1545
tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,1,3417,15,7500,310833,3266,0.3762672811059908,13,6,500.0,500,500.0,500.0,500,0.0,82.8888,0.3172,0.21658986806869507,0.4645191062187395,1.2770774473886002,2194,1072
tolokers,rwr,rwr_r0.1_M1,500,15,1,1,3417,14,5501,48715,5501,0.6337557603686635,1,1,392.92857142857144,2,484.25,500.0,500,201.46657442922114,14.231236902276567,0.2392292310489002,0.21658986806869507,0.10452641751933056,0.2192623333471085,3663,1838
tolokers,rwr,rwr_r0.1_M2,500,15,2,1,3417,15,7500,91465,4707,0.5422811059907834,2,2,500.0,500,500.0,500.0,500,0.0,24.390666666666668,0.25653333333333334,0.21658986806869507,0.1844198236085981,0.37578985733624914,3110,1597
tolokers,rwr,rwr_r0.15_M1,500,15,1,1,3417,12,5329,50000,5329,0.6139400921658986,1,1,444.0833333333333,2,500.0,500.0,500,141.54296069470294,16.8209123343527,0.23381497466691686,0.21658986806869507,0.07952868133590885,0.25916176596479334,3550,1779
tolokers,rwr,rwr_r0.15_M2,500,15,2,1,3417,14,7000,100928,4465,0.5144009216589862,2,2,500.0,500,500.0,500.0,500,0.0,28.83657142857143,0.22514285714285714,0.21658986806869507,0.03948933138206323,0.4442884325920877,2976,1489
tolokers,metis,metis_K5,,5,1,1,3417,5,7992,204565,7992,0.9207373271889401,1,1,1598.4,1125,1668.0,1736.0,1737,238.0660412574628,47.8558726510834,0.2175925925925926,0.21658986806869507,0.004629600326361949,0.7373210335750972,5328,2664
tolokers,metis,metis_K15,,15,1,1,3417,15,8496,119929,8496,0.9788018433179724,1,1,566.4,501,551.5,595.5,596,27.60144923731361,27.539124061594006,0.2143361581920904,0.21658986806869507,-0.010405426148049846,0.4242985090856479,5663,2833
tolokers,uniform,uniform_K15,500,15,-1,1,3417,15,4688,14055,3480,0.4009216589861751,5,3,312.53333333333336,281,302.0,326.0,335,16.780411860923504,5.971646323434228,0.2344283276450512,0.21658986806869507,0.08236054500341794,0.09200585414964269,2306,1174
tolokers,bfs_partition,bfs_part_mn32,500,0,1,1,3417,251,6976,71205,6976,0.8036866359447005,1,1,27.792828685258964,2,2.0,3.0,500,106.56425828480847,2.2891737602601707,0.23509174311926606,0.21658986806869507,0.08542354827374843,0.035269568173046564,4661,2315
tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,1,3417,12,5502,70073,5502,0.6338709677419355,1,1,458.5,2,500.0,500.0,500,137.6399287997491,23.440666666666672,0.2450018175209015,0.21658986806869507,0.1311785713041531,0.36115309609686375,3686,1816
tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,1,3417,15,7500,274949,3621,0.4171658986175115,13,5,500.0,500,500.0,500.0,500,0.0,73.31973333333333,0.3157333333333333,0.21658986806869507,0.4577474752105821,1.129645716774114,2428,1193
tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,1,3417,13,5526,62001,5526,0.6366359447004608,1,1,425.0769230769231,2,500.0,500.0,500,175.7631542460835,19.330820512820512,0.2417661961635903,0.21658986806869507,0.11623963909018187,0.2978322151658609,3678,1848
tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,1,3417,15,7500,239583,3682,0.4241935483870968,12,5,500.0,500,500.0,500.0,500,0.0,63.88880000000001,0.29146666666666665,0.21658986806869507,0.34570776216652566,0.984342222600892,2456,1226
tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,1,3417,10,5000,76994,5000,0.576036866359447,1,1,500.0,500,500.0,500.0,500,0.0,30.7976,0.2242,0.21658986806869507,0.035136140019676576,0.4745022294169436,3321,1679
tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,1,3417,15,7500,258668,3803,0.4381336405529954,12,5,500.0,500,500.0,500.0,500,0.0,68.97813333333333,0.3101333333333333,0.21658986806869507,0.43189215681579984,1.0627541771984135,2546,1257
tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,1,3417,15,893,6340,893,0.10288018433179723,1,1,59.53333333333333,10,58.0,73.0,73,19.231455714242976,12.862435161035624,0.30011198208286677,0.21658986806869507,0.3856233662217352,0.19817304464121513,591,302
tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,1,3417,15,2056,26558,2056,0.2368663594470046,1,1,137.06666666666666,12,64.5,215.5,273,91.89520601690216,17.357924703307262,0.2198443579766537,0.21658986806869507,0.015026048711227924,0.2674355784142509,1393,663
tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,1,3417,12,3466,58256,3466,0.39930875576036867,1,1,288.8333333333333,12,129.75,491.75,578,196.55144930074218,21.572626665376408,0.22504327755337564,0.21658986806869507,0.03902957031212306,0.3323719850605408,2315,1151
tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,1,3417,11,5211,108333,5211,0.6003456221198157,1,1,473.72727272727275,3,53.5,511.0,2297,661.9538697068208,15.095852579200873,0.21761658031088082,0.21658986806869507,0.004740352128845382,0.2325835683228671,3463,1748
tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,1,3417,14,5019,69587,5019,0.5782258064516129,1,1,358.5,2,244.25,500.0,500,165.00378783531002,21.335806398497358,0.23530583781629807,0.21658986806869507,0.08641202801631942,0.32872326747848163,3342,1677
tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,1,3417,12,4253,55749,4253,0.4899769585253456,1,1,354.4166666666667,2,159.5,500.0,500,205.0257944476472,20.08595742110508,0.24664942393604514,0.21658986806869507,0.13878560495644332,0.30946669793387027,2851,1402
tolokers,forest_fire,ff_b0.3_M1,500,15,1,2,3427,11,5004,73678,5004,0.5759005639314075,1,1,454.90909090909093,4,500.0,500.0,500,142.5899744948651,26.927272727272726,0.24980015987210233,0.21809184551239014,0.1453897291997137,0.3841801218482214,3282,1722
tolokers,forest_fire,ff_b0.3_M2,500,15,2,2,3427,13,6500,128112,4226,0.4863620669812406,2,2,500.0,500,500.0,500.0,500,0.0,39.41907692307692,0.2483076923076923,0.21809184551239014,0.1385464308594957,0.5624047384536569,2811,1415
tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,2,3427,15,7500,291104,3384,0.3894579353205202,12,6,500.0,500,500.0,500.0,500,0.0,77.62773333333334,0.31706666666666666,0.21809184551239014,0.4538217415774659,1.1075400153909982,2248,1136
tolokers,forest_fire,ff_b0.5_M1,500,15,1,2,3427,13,5504,72348,5504,0.6334445851076074,1,1,423.38461538461536,2,500.0,500.0,500,179.67900372246677,22.414153846153848,0.2394622093023256,0.21809184551239014,0.09798790844163574,0.3197899929545639,3669,1835
tolokers,forest_fire,ff_b0.5_M2,500,15,2,2,3427,13,6500,128796,4205,0.48394521809184027,2,2,500.0,500,500.0,500.0,500,0.0,39.629538461538466,0.23753846153846153,0.21809184551239014,0.08916709370945552,0.5654074613921974,2788,1417
tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,2,3427,15,7500,321829,3290,0.37863965933939464,13,6,500.0,500,500.0,500.0,500,0.0,85.82106666666667,0.3174666666666667,0.21809184551239014,0.45565583124303877,1.2244369559101542,2205,1085
tolokers,forest_fire,ff_b0.7_M1,500,15,1,2,3427,11,5002,74407,5002,0.5756703878467028,1,1,454.72727272727275,2,500.0,500.0,500,143.1649340694412,27.147636363636362,0.24030387844862056,0.21809184551239014,0.10184715014926371,0.3873241212248591,3347,1655
tolokers,forest_fire,ff_b0.7_M2,500,15,2,2,3427,15,7500,158787,4699,0.5407987110139256,2,2,500.0,500,500.0,500.0,500,0.0,42.3432,0.24746666666666667,0.21809184551239014,0.13469013976777822,0.6041241495269403,3109,1590
tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,2,3427,15,7500,268858,3351,0.385660029922891,12,6,500.0,500,500.0,500.0,500,0.0,71.69546666666666,0.25693333333333335,0.21809184551239014,0.17809692851967074,1.0229024453734505,2223,1128
tolokers,rwr,rwr_r0.1_M1,500,15,1,2,3427,12,5427,54480,5427,0.6245828058464725,1,1,452.25,2,500.0,500.0,500,137.31601326866434,18.27858823529412,0.2443338861249309,0.21809184551239014,0.12032563872751445,0.2607865388586643,3587,1840
tolokers,rwr,rwr_r0.1_M2,500,15,2,2,3427,14,7000,100867,4550,0.5236505927034181,2,2,500.0,500,500.0,500.0,500,0.0,28.819142857142857,0.26571428571428574,0.21809184551239014,0.21835956355915243,0.41117204577516164,3032,1518
tolokers,rwr,rwr_r0.15_M1,500,15,1,2,3427,12,5503,58158,5503,0.6333294970652549,1,1,458.5833333333333,3,500.0,500.0,500,137.36354340055283,19.551666666666666,0.2329638379065964,0.21809184551239014,0.06819141889173186,0.278949961194105,3640,1863
tolokers,rwr,rwr_r0.15_M2,500,15,2,2,3427,14,7000,112994,4487,0.5164000460352169,2,2,500.0,500,500.0,500.0,500,0.0,32.284,0.24885714285714286,0.21809184551239014,0.14106578479572218,0.4606062849129905,2945,1542
tolokers,metis,metis_K5,,5,1,2,3427,5,8410,219531,8410,0.9678904361836805,1,1,1682.0,1595,1615.0,1738.0,1738,63.394006025806576,51.386243606932794,0.21284185493460167,0.21809184551239014,-0.024072383657692487,0.7331441817439978,5611,2799
tolokers,metis,metis_K15,,15,1,2,3427,15,8421,126500,8421,0.9691564046495569,1,1,561.4,489,547.5,592.5,596,33.88962476432376,29.114951249112664,0.2190951193444959,0.21809184551239014,0.004600235418012355,0.41539243991688196,5605,2816
tolokers,uniform,uniform_K15,500,15,-1,2,3427,15,4825,14721,3508,0.40372885257221774,5,3,321.6666666666667,281,313.0,332.0,356,17.067187492052955,6.086717323962111,0.22569948186528496,0.21809184551239014,0.0348827180357032,0.08684116757234937,2341,1167
tolokers,bfs_partition,bfs_part_mn32,500,0,1,2,3427,288,6921,76070,6921,0.7965243411209575,1,1,24.03125,2,2.0,4.0,500,97.01740820935036,2.28884382683419,0.2360930501372634,0.21809184551239014,0.08253955842585858,0.03265567624284873,4577,2344
tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_M1,500,15,1,2,3427,12,4510,72986,4510,0.5190470710093221,1,1,375.8333333333333,2,376.25,500.0,500,215.06387939917343,24.687111111111108,0.229490022172949,0.21809184551239014,0.05226319504876353,0.3522190104733954,3017,1493
tolokers,bfs_snowball,bfs_snow_ts500_mn8_dinf_Minf,500,15,-1,2,3427,15,7500,296502,3403,0.3916446081252158,13,6,500.0,500,500.0,500.0,500,0.0,79.06720000000001,0.33626666666666666,0.21809184551239014,0.541858045524966,1.1280773525731758,2237,1166
tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_M1,500,15,1,2,3427,13,5522,71908,5522,0.6355161698699505,1,1,424.7692307692308,2,500.0,500.0,500,176.46710473415277,22.357230769230775,0.24139804418688882,0.21809184551239014,0.10686414533171806,0.31897785297849673,3653,1869
tolokers,bfs_snowball,bfs_snow_ts500_mn16_dinf_Minf,500,15,-1,2,3427,15,7500,311189,3518,0.40487973299574176,12,6,500.0,500,500.0,500.0,500,0.0,82.98373333333333,0.36,0.21809184551239014,0.6506806990156255,1.1839558022202008,2328,1190
tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_M1,500,15,1,2,3427,11,5002,77007,5002,0.5756703878467028,1,1,454.72727272727275,2,500.0,500.0,500,143.1649340694412,28.093090909090908,0.22610955617752898,0.21809184551239014,0.0367630006812123,0.4008132274612585,3304,1698
tolokers,bfs_snowball,bfs_snow_ts500_mn32_dinf_Minf,500,15,-1,2,3427,15,7500,282143,3603,0.4146622165956957,11,5,500.0,500,500.0,500.0,500,0.0,75.23813333333332,0.3096,0.21809184551239014,0.4195854011534381,1.0734468181902768,2366,1237
tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d2_M1,,15,1,2,3427,15,821,5434,821,0.09448728277132006,1,1,54.733333333333334,10,41.5,73.0,73,20.939489540631644,11.873429693945825,0.2618757612667479,0.21809184551239014,0.20075906850845704,0.16940206729351914,533,288
tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d2_M1,,15,1,2,3427,15,2477,33547,2477,0.28507308090689376,1,1,165.13333333333333,16,72.0,244.0,265,89.75586641304041,21.975366535385024,0.2309245054501413,0.21809184551239014,0.058840622434102485,0.3135296722669109,1666,811
tolokers,bfs_snowball,bfs_snow_tsinf_mn8_d3_M1,,15,1,2,3427,13,3427,73460,3427,0.39440672114167336,1,1,263.61538461538464,27,73.0,537.0,581,219.49786698158925,23.316993261115424,0.247446746425445,0.21809184551239014,0.13459880099637744,0.33267109532101385,2292,1135
tolokers,bfs_snowball,bfs_snow_tsinf_mn16_d3_M1,,15,1,2,3427,9,5322,207723,5322,0.6124985613994706,1,1,591.3333333333334,11,19.0,714.0,3380,1029.4399772044346,18.614773976638944,0.23337091319052988,0.21809184551239014,0.07005795032016326,0.2655830097222983,3553,1769
tolokers,bfs_snowball,bfs_snow_ts500_mn8_d4_M1,500,15,1,2,3427,14,4869,72493,4869,0.5603636782138336,1,1,347.7857142857143,17,223.75,500.0,500,184.8880659717536,21.720335537517748,0.25241322653522286,0.21809184551239014,0.15737122560541983,0.30989106241480774,3270,1599
tolokers,bfs_snowball,bfs_snow_ts500_mn16_d4_M1,500,15,1,2,3427,12,5231,71923,5231,0.6020255495454022,1,1,435.9166666666667,65,499.5,500.0,500,144.38747541097723,24.41110101946246,0.24240107054100554,0.21809184551239014,0.11146324600767499,0.3482810850951034,3481,1750
tolokers,forest_fire,ff_b0.3_M1,500,15,1,3,3437,11,4504,55042,4504,0.5175821650195357,1,1,409.45454545454544,2,500.0,500.0,500,192.07591474412763,20.196363636363635,0.23801065719360567,0.21730636060237885,0.09527699296897696,0.3036433247471257,3016,1488
tolokers,forest_fire,ff_b0.3_M2,500,15,2,3,3437,14,7000,123810,4409,0.5066651344518501,2,2,500.0,500,500.0,500.0,500,0.0,35.37428571428572,0.24314285714285713,0.21730636060237885,0.11889434100713325,0.5318366176325403,2923,1486
tolokers,forest_fire,ff_b0.3_Minf,500,15,-1,3,3437,15,7500,252024,3459,0.39749482877499426,14,5,500.0,500,500.0,500.0,500,0.0,67.2064,0.314,0.21730636060237885,0.4449646072465798,1.0104182667588113,2280,1179
tolokers,forest_fire,ff_b0.5_M1,500,15,1,3,3437,12,4514,59556,4514,0.5187313261319237,1,1,376.1666666666667,2,377.25,500.0,500,214.49119381042715,20.190925925925928,0.24124944616747895,0.21730636060237885,0.11018124595492407,0.30356157119455324,3002,1512
tolokers,forest_fire,ff_b0.5_M2,500,15,2,3,3437,15,7500,130133,4698,0.5398758905998621,2,2,500.0,500,500.0,500.0,500,0.0,34.70213333333333,0.236,0.21730636060237885,0.08602435449105994,0.5217311061967288,3145,1553
tolokers,forest_fire,ff_b0.5_Minf,500,15,-1,3,3437,15,7500,244016,3605,0.4142725810158584,13,5,500.0,500,500.0,500.0,500,0.0,65.07093333333333,0.2697333333333333,0.21730636060237885,0.24125834414430192,0.9783124773093755,2418,1187
tolokers,forest_fire,ff_b0.7_M1,500,15,1,3,3437,14,5746,67037,5746,0.66030797517812,1,1,410.42857142857144,2,500.0,500.0,500,179.05055722006657,19.42258218768679,0.23390184476157327,0.21730636060237885,0.07636906767565987,0.2920098655792164,3816,1930
tolokers,forest_fire,ff_b0.7_M2,500,15,2,3,3437,15,7500,142725,4642,0.5334405883704896,2,2,500.0,500,500.0,500.0,500,0.0,38.05999999999999,0.23066666666666666,0.21730636060237885,0.06148143122572525,0.5722151347615755,3078,1564
tolokers,forest_fire,ff_b0.7_Minf,500,15,-1,3,3437,15,7500,276920,3414,0.39232360376924846,14,6,500.0,500,500.0,500.0,500,0.0,73.84533333333333,0.31306666666666666,0.21730636060237885,0.4406695956751463,1.1102316701220916,2248,1166
tolokers,rwr,rwr_r0.1_M1,500,15,1,3,3437,12,5673,50337,5673,0.6519190990576879,1,1,472.75,173,500.0,500.0,500,90.37802553718464,16.90249132947977,0.2332099418297197,0.21730636060237885,0.07318507006999586,0.2541214228561385,3730,1943
tolokers,rwr,rwr_r0.1_M2,500,15,2,3,3437,14,6503,92291,4191,0.4816134222017927,2,2,464.5,3,500.0,500.0,500,127.99707027897162,26.46352380952381,0.2544979240350607,0.21730636060237885,0.1711480663961511,0.3978672843650245,2789,1402
tolokers,rwr,rwr_r0.15_M1,500,15,1,3,3437,13,4517,47668,4517,0.5190760744656401,1,1,347.46153846153845,2,7.0,500.0,500,228.81017170256266,15.119179487179487,0.27053353996015056,0.21730636060237885,0.24494073348899947,0.22731012421809932,2998,1519
tolokers,rwr,rwr_r0.15_M2,500,15,2,3,3437,13,6500,94591,4235,0.4866697310962997,2,2,500.0,500,500.0,500.0,500,0.0,29.10492307692308,0.2663076923076923,0.21730636060237885,0.22549423573925997,0.43757954494710544,2809,1426
tolokers,metis,metis_K5,,5,1,3,3437,5,8166,211807,8166,0.9384049643760055,1,1,1633.2,1268,1696.0,1740.0,1741,183.33073937558862,49.41334332407401,0.21846681361743817,0.21730636060237885,0.0053401704940549966,0.7429075908882032,5447,2719
tolokers,metis,metis_K15,,15,1,3,3437,15,8498,125841,8498,0.9765571133072857,1,1,566.5333333333333,483,546.5,594.0,597,32.380789915558815,28.778338300150793,0.21616851023770298,0.21730636060237885,-0.0052361576601887005,0.43266948840344194,5670,2828
